Preschool_Name,Preschool_Latitude,Preschool_Longitude,Distance_To_User_km,Within_Distance_Constraint,Monday_Start_Number,Monday_End_Number,Tuesday_Start_Number,Tuesday_End_Number,Wednesday_Start_Number,Wednesday_End_Number,Thursday_Start_Number,Thursday_End_Number,Friday_Start_Number,Friday_End_Number,Saturday_Start_Number,Saturday_End_Number,Sunday_Start_Number,Sunday_End_Number,Monday_Open,Monday_Close,Tuesday_Open,Tuesday_Close,Wednesday_Open,Wednesday_Close,Thursday_Open,Thursday_Close,Friday_Open,Friday_Close,Saturday_Open,Saturday_Close,Sunday_Open,Sunday_Close,Within_Opening_Hours_Constraint,Location_Type,Address,Opening_Hours,Preschool_Website,Google_Website,Update_Time,Stars,Average_Stars,Sunday_Start,Sunday_End,Monday_Start,Monday_End,Tuesday_Start,Tuesday_End,Wednesday_Start,Wednesday_End,Thursday_Start,Thursday_End,Friday_Start,Friday_End,Saturday_Start,Saturday_End
Agape Little Uni. @ Gambas Pte Ltd,1.4434524,103.8155447,5.559111221210924e-05,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"2 Gambas Cres, #01-15 Nordcom II, Singapore 757044 ","Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm",https://agapelittleuni.com/,"https://www.google.com/maps/place/Agape+Little+Uni+Gambas+Centre/@1.4434524,103.8155447,17z/data=!3m1!4b1!4m6!3m5!1s0x31da13beb9a8178f:0xcb75f98955699b38!8m2!3d1.4434524!4d103.8155447!16s%2Fg%2F11fr4j56t9?entry=ttu",2024-03-31 13:53:42.235759,5,5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
Acekidz @ SG Pte Ltd (Yishun),1.4323761,103.843223,3.3140282905211813,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Day care center,"315C Yishun Ave 9, #01-180, Singapore 763315 ","Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm",https://business.google.com/create?fp=16715269541426322167&hl=en&authuser=0&gmbsrc=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"https://www.google.com/maps/place/AceKidz+(Yishun)/@1.4323761,103.843223,17z/data=!3m1!4b1!4m6!3m5!1s0x31da14670c8322f1:0xe7f891162d9f5af7!8m2!3d1.4323761!4d103.843223!16s%2Fg%2F11c807bn58?entry=ttu",2024-03-31 13:49:09.731915,"1, 1, 2",1.3333333333333333,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
Carpe Diem @ Gambas Crescent,1.4438982,103.8140904,0.1691337543845408,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,100.0,100.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Child care agency,"3 Gambas Cres, #01-04, Singapore 757088 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, Closed, Sunday, Closed, Monday, 7am to 7pm",https://carpediem.com.sg/,"https://www.google.com/maps/place/Carpe+Diem+@+Gambas+Crescent/@1.4438982,103.8140904,17z/data=!3m1!4b1!4m6!3m5!1s0x31da13156d2b6b1b:0x22916080d903011b!8m2!3d1.4438982!4d103.8140904!16s%2Fg%2F11vcmdtgm5?entry=ttu",2024-03-19 00:35:04.502367,5,5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed
Carpe Diem Little Green House Pte Ltd,1.4346655,103.8023106,1.766010200376665,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,100.0,100.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Child care agency,"11 Woodlands Cl, #01-33/34 Woodlands 11, Singapore 737853 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, Closed, Sunday, Closed, Monday, 7am to 7pm",http://carpediem.com.sg/,"https://www.google.com/maps/place/Carpe+Diem+@+Woodlands+11/@1.4346655,103.8023106,17z/data=!3m1!4b1!4m6!3m5!1s0x31da139ecaf571eb:0x25d708b3e9cce634!8m2!3d1.4346655!4d103.8023106!16s%2Fg%2F11bzs5kv4v?entry=ttu",2024-03-19 00:39:04.450794,"5, 5, 2",4.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed
Children's Cove Preschool - Sembawang,1.4420175,103.8250677,1.0704908340407353,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,100.0,100.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"604 Sembawang Rd, #03-08 Sembawang Shopping Centre, Singapore 758459 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, Closed, Sunday, Closed, Monday, 7am to 7pm",https://childrenscove.sg/,"https://www.google.com/maps/place/Children's+Cove+Preschool+-+Sembawang/@1.4420175,103.8250677,17z/data=!3m1!4b1!4m6!3m5!1s0x31da150e611bb2f9:0xf34e7d80f5030a4e!8m2!3d1.4420175!4d103.8250677!16s%2Fg%2F11syc4672z?entry=ttu",2024-03-19 00:47:25.767932,"5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1",4.636363636363637,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed
E-Bridge Pre-School Forest Spring,1.4256589,103.8529585,4.605520252520408,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"Blk 471B Yishun Street 42, #02-01, Singapore 762471 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.e-bridge.edu.sg/,"https://www.google.com/maps/place/E-Bridge+Pre-School+Forest+Spring/@1.4256589,103.8529585,17z/data=!3m1!4b1!4m6!3m5!1s0x31da15c10036d4bd:0xd48e42be5b79a5ea!8m2!3d1.4256589!4d103.8529585!16s%2Fg%2F11kq17_wx6?entry=ttu",2024-03-19 00:51:52.642977,"5, 5, 5",5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
E-Bridge Pre-School Pte Ltd (126A Canberra Street),1.4452428,103.8349355,2.1646187378839126,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"Blk 126A Canberra St, #01-767, Singapore 751126 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",,"https://www.google.com/maps/place/E-Bridge+Pre-School+Canberra/@1.4452428,103.8349355,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1526950f6be7:0xdf215dc94976699d!8m2!3d1.4452428!4d103.8349355!16s%2Fg%2F11qs_8pyf0?entry=ttu",2024-03-19 00:52:16.904381,"5, 5, 5, 1",4.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
"E-Bridge Pre-School Pte Ltd (573, Woodlands Drive 16)",1.4310171,103.7985269,2.343181505247784,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,12.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"Blk 573 &, Woodlands Drive 16, #03-01 573C, 730573 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 12pm, Sunday, Closed, Monday, 7am to 7pm",https://www.e-bridge.edu.sg/,"https://www.google.com/maps/place/E-Bridge+Infant+Care+%26+Pre-School+@+Blk+573+Woodlands+Drive+16/@1.4310171,103.7985269,17z/data=!3m1!4b1!4m6!3m5!1s0x31da132b7a034919:0x112770f35fc68bb6!8m2!3d1.4310171!4d103.7985269!16s%2Fg%2F11k05jb00l?entry=ttu",2024-03-19 00:55:34.993518,"1, 5, 5",3.6666666666666665,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,12pm
"E-Bridge Pre-School Pte Ltd (592C, Montreal Link)",1.450795,103.8278399,1.5920217057336834,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,12.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"Montreal Link, #01-26 Blk 592C, Singapore 760504 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 12pm, Sunday, Closed, Monday, 7am to 7pm",https://www.e-bridge.edu.sg/,"https://www.google.com/maps/place/E-Bridge+Pre-School+Montreal+Link/@1.450795,103.8278399,17z/data=!3m1!4b1!4m6!3m5!1s0x31da149c9cfe07ab:0xa9fa59f8a926a905!8m2!3d1.450795!4d103.8278399!16s%2Fg%2F11by__ww6z?entry=ttu",2024-03-19 00:55:48.991455,5,5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,12pm
First Steps Preschool @ Yishun,1.4366681,103.8437831,3.228308689036419,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"6 Yishun Industrial Street 1 #01-07/08 Northview Bizhub, 768090 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://ourfirststeps.com.sg/yishun?utm_source=GMB&utm_medium=yishun&utm_campaign=website,"https://www.google.com/maps/place/First+Steps+Preschool+@+Yishun/@1.4366681,103.8437831,17z/data=!3m1!4b1!4m6!3m5!1s0x31da14608af23bbb:0xf4a6935c97a3a268!8m2!3d1.4366681!4d103.8437831!16s%2Fg%2F11bw77_6cs?entry=ttu",2024-03-19 01:04:05.915764,"5, 4, 5, 1, 5, 5, 5, 5, 5, 5, 5, 4, 5",4.538461538461538,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
Forrest Preschool @ Sembawang,1.4372365,103.8276261,1.5103414988267914,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,100.0,100.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"17 Jln Cherpen, Singapore 769923 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, Closed, Sunday, Closed, Monday, 7am to 7pm",https://forrestpreschool.com/,"https://www.google.com/maps/place/Forrest+Preschool+@+Sembawang/@1.4372365,103.8276261,17z/data=!3m1!4b1!4m6!3m5!1s0x31da15fad9d9a3a7:0x405b1c58e7b5d1c0!8m2!3d1.4372365!4d103.8276261!16s%2Fg%2F11y2jczyy3?entry=ttu",2024-03-19 01:04:55.016796,"5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed
Glory Joy Child Development Centre,1.4521332,103.8214902,1.1698534552074449,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"501B Wellington Cir, #01-06, Singapore 752501 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",http://www.gloryjoycdc.com/,"https://www.google.com/maps/place/Glory+Joy+Child+Development+Centre/@1.4521332,103.8214902,17z/data=!3m1!4b1!4m6!3m5!1s0x31da13627706ce8d:0x639a158b0d65b212!8m2!3d1.4521332!4d103.8214902!16s%2Fg%2F1tflzztw?entry=ttu",2024-03-19 01:07:01.268903,"5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4",4.814814814814815,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
GREENLAND CHILDCARE @ YISHUN,1.4214136,103.8420767,3.834503933450272,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Day care center,"BLK 676 Yishun Ring Rd, #01-01, Singapore 760676 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",http://www.harmonipreskool.com/,"https://www.google.com/maps/place/GREENLAND+CHILDCARE+@+YISHUN/@1.4214136,103.8420767,17z/data=!3m1!4b1!4m6!3m5!1s0x31da19419b8fd9af:0xfc6e587c639223ad!8m2!3d1.4214136!4d103.8420767!16s%2Fg%2F11h6tyvvvm?entry=ttu",2024-03-19 01:09:36.392388,"5, 5, 5, 5, 4, 5",4.833333333333333,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
Kinderland Preschool (Woodlands Civic Centre),1.4352137,103.7867594,3.328347705788284,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"900 S Woodlands Dr, #05-03, Singapore 730900 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://kinderland.com.sg/kinderland-woodlands-civic-centre/,"https://www.google.com/maps/place/Kinderland+Preschool+@+Woodlands+Civic+Centre/@1.4352137,103.7867594,17z/data=!3m1!4b1!4m6!3m5!1s0x31da13a6021326db:0xecb1e69e476a8740!8m2!3d1.4352137!4d103.7867594!16s%2Fg%2F1tmcjr9b?entry=ttu",2024-03-19 01:28:46.625626,"5, 5, 5, 5, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 1, 5, 4, 4, 5, 5, 5, 5",4.590909090909091,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
Kinderland Preschool @ Woodlands Mart,1.4459825,103.7978503,1.9869597203728402,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"768 Woodlands Ave 6, #02-01, Singapore 730768 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://kinderland.com.sg/kinderland-woodlands-mart/,"https://www.google.com/maps/place/Kinderland+Preschool+@+Woodlands+Mart/@1.4459825,103.7978503,17z/data=!3m1!4b1!4m6!3m5!1s0x31da130ccc186a53:0xc96739680356b611!8m2!3d1.4459825!4d103.7978503!16s%2Fg%2F1v3gpf35?entry=ttu",2024-03-19 01:30:09.930227,"1, 5, 5, 5, 1, 5, 5, 1, 1, 5, 2, 5, 1, 1, 1, 1, 1, 3, 1, 5, 1, 1, 1",2.5217391304347827,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
Learning Vision @ Work Pte Ltd (Woodlands Vista Point),1.43111,103.79373,2.786358901876971,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"Woodlands Drive 44, #02-20 Vista Point, Blk 548, Singapore 730548 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",http://www.learningvision.com/,"https://www.google.com/maps/place/Learning+Vision+@+Vista+Point/@1.43111,103.79373,17z/data=!3m1!4b1!4m6!3m5!1s0x31da13a346d888cf:0xbe13da5ff7737798!8m2!3d1.43111!4d103.79373!16s%2Fg%2F1tplmtyn?entry=ttu",2024-03-19 01:40:03.910696,"5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
Little Footprints Preschool (Admiralty),1.4625623,103.8160974,2.1258554091552857,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,100.0,100.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"8 Admiralty St, #01-03, Singapore 757438 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, Closed, Sunday, Closed, Monday, 7am to 7pm",https://littlefootprints.edu.sg/contact-us,"https://www.google.com/maps/place/Little+Footprints+Preschool+(Admiralty)/@1.4625623,103.8160974,17z/data=!3m1!4b1!4m6!3m5!1s0x31da135c1d5b7911:0x4b2b597cef3615e4!8m2!3d1.4625623!4d103.8160974!16s%2Fg%2F1tdyyg7v?entry=ttu",2024-03-19 01:41:57.583727,"5, 1, 5, 5, 5, 5, 5, 5, 5, 5",4.6,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed
Little Footprints Preschool (Woodgrove),1.4287518,103.7785637,4.423900199079891,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,100.0,100.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"24 Cedarwood Grove, Woodgrove Estate, Singapore 738375 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, Closed, Sunday, Closed, Monday, 7am to 7pm",https://littlefootprints.edu.sg/contact-us,"https://www.google.com/maps/place/Little+Footprints+Preschool+(Woodgrove)/@1.4287518,103.7785637,17z/data=!3m1!4b1!4m6!3m5!1s0x31da13b25d120c57:0x8babd9607d4039ec!8m2!3d1.4287518!4d103.7785637!16s%2Fg%2F11dym5j7x4?entry=ttu",2024-03-19 01:49:49.710768,"5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5",4.9523809523809526,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed
Little Footprints Preschool (Woodlands 316),1.4314932,103.7760335,4.588982526953154,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"316 Woodlands Street 31, #01-112, Singapore 730316 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://littlefootprints.edu.sg/centres/woodlands-316,"https://www.google.com/maps/place/Little+Footprints+Preschool+(Woodlands+316)/@1.4314932,103.7760335,17z/data=!3m1!4b1!4m6!3m5!1s0x31da13ad40095e8f:0x6e708ed91a1af059!8m2!3d1.4314932!4d103.7760335!16s%2Fg%2F1tjs_fsv?entry=ttu",2024-03-19 01:50:40.717206,"5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5",4.9523809523809526,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
Little Footprints Preschool (Woodlands 877),1.4451443,103.791312,2.700295241406047,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,100.0,100.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"877 Woodlands Ave 9, #01-278, Singapore 730877 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, Closed, Sunday, Closed, Monday, 7am to 7pm",https://littlefootprints.edu.sg/contact-us,"https://www.google.com/maps/place/Little+Footprints+Preschool+(Woodlands+877)/@1.4451443,103.791312,17z/data=!3m1!4b1!4m6!3m5!1s0x31da130ebf095555:0xd0e7b8fd734a17e7!8m2!3d1.4451443!4d103.791312!16s%2Fg%2F11hcdy9n78?entry=ttu",2024-03-19 01:50:48.621359,"5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5",4.866666666666666,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed
Little Footprints Preschool (Yishun 701),1.4299278,103.8279207,2.038132504631087,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,100.0,100.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"Blk 701A Yishun Ave 5, #02-04, Singapore 761701 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, Closed, Sunday, Closed, Monday, 7am to 7pm",https://littlefootprints.edu.sg/contact-us,"https://www.google.com/maps/place/Little+Footprints+Preschool+(Yishun+701)/@1.4299278,103.8279207,17z/data=!3m1!4b1!4m6!3m5!1s0x31da147a071205ff:0x4a007b44961618bb!8m2!3d1.4299278!4d103.8279207!16s%2Fg%2F11dzw99l1k?entry=ttu",2024-03-19 01:51:37.942489,"5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 4, 5",4.9,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed
Little Footprints Preschool Pte Ltd (Woodlands 551),1.4331361,103.7954093,2.515092490278484,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"Blk 551 Woodlands Drive 44, #01-42, Singapore 730551 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://littlefootprints.edu.sg/contact-us,"https://www.google.com/maps/place/Little+Footprints+Preschool+(Woodlands+551)/@1.4331361,103.7954093,17z/data=!3m1!4b1!4m6!3m5!1s0x31da13a3b304b4eb:0x17f5459d7de4271a!8m2!3d1.4331361!4d103.7954093!16s%2Fg%2F1pv5w23bv?entry=ttu",2024-03-19 01:58:24.487475,"5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4",4.9375,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
Little Footprints Preschool Pte Ltd (Yishun 366),1.4291567,103.8459457,3.734523443943039,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,100.0,100.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"Yishun Ring Rd, #01-1510 Block 366, Singapore 760366 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, Closed, Sunday, Closed, Monday, 7am to 7pm",https://littlefootprints.edu.sg/contact-us,"https://www.google.com/maps/place/Little+Footprints+Preschool+(Yishun+366)/@1.4291567,103.8459457,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1442b0930b91:0xa148088bf2b91327!8m2!3d1.4291567!4d103.8459457!16s%2Fg%2F1th84mw7?entry=ttu",2024-03-19 01:58:50.781264,"5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 3, 5, 5",4.8125,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed
Little Footprints Preschool Pte Ltd (Yishun 865),1.4142606,103.8381444,4.10451357626669,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,100.0,100.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"Blk 865 Yishun Street 81, #01-21, Singapore 760865 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, Closed, Sunday, Closed, Monday, 7am to 7pm",https://littlefootprints.edu.sg/contact-us,"https://www.google.com/maps/place/Little+Footprints+Preschool+(Yishun+865)/@1.4142606,103.8381444,17z/data=!3m1!4b1!4m6!3m5!1s0x31da141139023a4f:0x439f238419ba1e9!8m2!3d1.4142606!4d103.8381444!16s%2Fg%2F1ptxgl0gm?entry=ttu",2024-03-19 01:59:23.189718,"4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 3, 5, 5, 5, 4, 5",4.724137931034483,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed
