Preschool_Name,Preschool_Latitude,Preschool_Longitude,Distance_To_User_km
PCF Sparkletots Preschool @ Bedok Reservoir-Punggol Blk 713 (DS),1.336814,103.92242,16.78535309624655
PCF Sparkletots Preschool @ Bishan East-Sin Ming Blk 181 (CC),1.3487841,103.8526491,11.30580012479241
PCF Sparkletots Preschool @ Bishan East-Sin Ming Blk 197 (KN),1.3485528,103.8503119,11.237774197120176
PCF Sparkletots Preschool @ Boon Lay Blk 207 (DS),1.3466394,103.7136298,15.628022161711574
PCF Sparkletots Preschool @ Boon Lay Blk 262 (KN),1.3453004,103.7073329,16.24232417933247
PCF Sparkletots Preschool @ Boon Lay Blk 627 (CC),1.3420621,103.6989134,17.18125419964737
PCF Sparkletots Preschool @ Braddell Heights Blk 246 (CC),1.3519729,103.8697312,11.82165892414641
PCF Sparkletots Preschool @ Braddell Heights Blk 335 (CC),1.3495176,103.8709978,12.128332704784762
PCF Sparkletots Preschool @ Braddell Heights Blk 417 (DS),1.3499201,103.8750469,12.325388692811575
PCF Sparkletots Preschool @ Brickland Blk 489B (CC),1.3755372,103.7404536,11.25637947531594
PCF Sparkletots Preschool @ Brickland Blk 801 (DS),1.3745549,103.7434311,11.088358974550516
PCF Sparkletots Preschool @ Brickland Blk 807C (CC),1.3763092,103.7458692,10.757747500281175
PCF Sparkletots Preschool @ Bukit Batok Blk 118 (CC),1.3503088,103.7462032,12.910627614102024
PCF Sparkletots Preschool @ Bukit Batok Blk 148 (KN),1.3492929,103.7438115,13.160789435670567
PCF Sparkletots Preschool @ Bukit Batok Blk 178 (CC),1.346069,103.74257,13.53002527637309
PCF Sparkletots Preschool @ Bukit Batok Blk 180 (KN),1.3456092,103.742742,13.559558995519614
PCF Sparkletots Preschool @ Bukit Batok Blk 206 (CC),1.346678,103.7493299,13.037360568223491
PCF Sparkletots Preschool @ Bukit Batok Blk 293 (CC),1.3460022,103.7553636,12.734668012137348
PCF Sparkletots Preschool @ Bukit Batok East Blk 208 (CC),1.3387204,103.7424551,14.199766984433078
PCF Sparkletots Preschool @ Bukit Batok East Blk 241 (KN),1.3509696,103.7545808,12.315769285552028
PCF Sparkletots Preschool @ Bukit Batok East Blk 271 (CC),1.34159,103.7462422,13.69816228007474
PCF Sparkletots Preschool @ Bukit Batok East Blk 285C (KN),1.3379353,103.7466027,14.014096359070619
PCF Sparkletots Preschool @ Bukit Batok East Blk 289G (KN),1.3449507,103.7584401,12.659406597809474
PCF Sparkletots Preschool @ Bukit Gombak Blk 395A (CC),1.3645975,103.7519846,11.260665005101112
PCF Sparkletots Preschool @ Bukit Gombak Blk 512 (CC),1.3536855,103.7524438,12.199767562817705
PCF Sparkletots Preschool @ Bukit Gombak Blk 535 (DS),1.3550168,103.7503229,12.217367451711857
PCF Sparkletots Preschool @ Bukit Panjang Blk 111 (EY),1.3781971,103.7684054,8.950325868304706
PCF Sparkletots Preschool @ Bukit Panjang Blk 226 (EY),1.3752605,103.772321,8.97671926594671
PCF Sparkletots Preschool @ Bukit Panjang Blk 412 (CC),1.3829262,103.7682696,8.538855516592113
PCF Sparkletots Preschool @ Bukit Timah Blk 12 (CC),1.3384237,103.7727565,12.61007350064938
PCF Sparkletots Preschool @ Bukit Timah Blk 207 (CC),1.3217705,103.7619879,14.782268506990654
PCF Sparkletots Preschool @ Bukit Timah Blk 305 (CC),1.321972,103.7659827,14.588325490591318
PCF Sparkletots Preschool @ Bukit Timah Blk 312B (DS),1.3197115,103.7644447,14.885771185302218
PCF Sparkletots Preschool @ Bukit Timah Blk 319 (EY),1.3174394,103.7648856,15.10126163525963
PCF Sparkletots Preschool @ Buona Vista Blk 32 (CC),1.3065045,103.7965865,15.373009410186988
PCF Sparkletots Preschool @ Buona Vista Blk 4 (DS),1.3080931,103.7955912,15.213788949050992
PCF Sparkletots Preschool @ Buona Vista Blk 54 (DS),1.3015835,103.7967449,15.912888389814178
PCF Sparkletots Preschool @ Canberra Blk 330 (DS),1.4468263,103.8179839,0.4629015602504454
PCF Sparkletots Preschool @ Canberra Blk 337 (CC),1.4462234,103.8156035,0.3082342226792022
PCF Sparkletots Preschool @ Canberra Blk 413 (CC),1.4517256,103.8178452,0.954853051531954
PCF Sparkletots Preschool @ Canberra Blk 468C (EY),1.4502476,103.8148111,0.7600272487997781
PCF Sparkletots Preschool @ Canberra Blk 487 (KN),1.4556913,103.8160563,1.362134333456728
PCF Sparkletots Preschool @ Cashew Blk 183 (CC),1.3799774,103.7629728,9.163422199099882
PCF Sparkletots Preschool @ Changi Simei Blk 233 (CC),1.3440813,103.9564122,19.16503803919993
PCF Sparkletots Preschool @ Changi-Simei Blk 119 (KN),1.3439013,103.9521345,18.79029509173719
PCF Sparkletots Preschool @ Changi-Simei Blk 131 (KN),1.345497,103.953968,18.85229775813062
PCF Sparkletots Preschool @ Chong Pang Blk 107 (KN),1.4327912,103.827649,1.7931959785192477
PCF Sparkletots Preschool @ Chong Pang Blk 115B (CC),1.433284,103.8270295,1.7053070117588867
PCF Sparkletots Preschool @ Chong Pang Blk 122 (KN),1.4349183,103.8309754,1.9602220734499491
PCF Sparkletots Preschool @ Chong Pang Blk 142 (CC),1.4307895,103.8304726,2.1762184770332924
PCF Sparkletots Preschool @ Chong Pang Blk 277 (CC),1.4340958,103.836682,2.569612458950421
PCF Sparkletots Preschool @ Chua Chu Kang Blk 10 (KN),1.3802523,103.7554148,9.69862502456429
PCF Sparkletots Preschool @ Chua Chu Kang Blk 123 (CC),1.3792629,103.74936,10.250481805052415
PCF Sparkletots Preschool @ Chua Chu Kang Blk 19 (CC),1.3794066,103.7528575,9.963680507157473
PCF Sparkletots Preschool @ Clementi Blk 330 (DS),1.3137297,103.7677945,15.370125477159888
PCF Sparkletots Preschool @ Clementi Blk 420A (CC),1.309514,103.768408,15.788113950272194
PCF Sparkletots Preschool @ Clementi Blk 445 (EY),1.3126295,103.7645579,15.611983990650259
PCF Sparkletots Preschool @ Clementi Blk 462A (EY),1.3116872,103.7656219,15.667375767873274
PCF Sparkletots Preschool @ Eunos Blk 122 (CC),1.3320522,103.910638,16.28437738097808
PCF Sparkletots Preschool @ Eunos Blk 134 (CC),1.3329178,103.912813,16.369961943848036
PCF Sparkletots Preschool @ Eunos Blk 616 (KN),1.3318081,103.9148975,16.61591854150878
PCF Sparkletots Preschool @ Eunos Blk 620 (CC),1.334281,103.9175258,16.609514090993983
PCF Sparkletots Preschool @ Eunos Blk 629 (CC),1.3342576,103.9147461,16.402096389640707
PCF Sparkletots Preschool @ Fengshan Blk 108 (CC),1.3327098,103.9361971,18.20754275593344
PCF Sparkletots Preschool @ Fengshan Blk 115 (CC),1.3313891,103.9368316,18.358920229494306
PCF Sparkletots Preschool @ Fengshan Blk 126 (DS),1.3281761,103.9386908,18.75359258970243
PCF Sparkletots Preschool @ Fengshan Blk 184 (CC),1.3259491,103.9413639,19.139769658700384
PCF Sparkletots Preschool @ Fengshan Blk 76 (CC),1.328248,103.941615,18.986775327508276
PCF Sparkletots Preschool @ Fernvale Blk 416A (DS),1.3905946,103.8798287,9.252441200964757
PCF Sparkletots Preschool @ Fernvale Blk 436D (EY),1.3927481,103.8765056,8.815173005749196
PCF Sparkletots Preschool @ Fernvale Blk 443 (EY),1.3917763,103.8740948,8.682008931228419
PCF Sparkletots Preschool @ Fernvale Blk 455 (CC),1.3913936,103.8709559,8.452691323471102
PCF Sparkletots Preschool @ Fernvale Blk 469B (EY),1.3958226,103.8776472,8.700870191973001
PCF Sparkletots Preschool @ Geylang Serai Blk 11 (KN),1.3218511,103.9043813,16.74363339902621
PCF Sparkletots Preschool @ Geylang Serai Blk 412 (CC),1.3182973,103.8991316,16.733398772028217
PCF Sparkletots Preschool @ Henderson-Dawson Blk 124A (KN),1.2850031,103.8228508,17.637421679782616
PCF Sparkletots Preschool @ Henderson-Dawson Blk 59 (CC),1.2931522,103.8110989,16.719881782038186
PCF Sparkletots Preschool @ Hong Kah North Blk 319 (KN),1.3611949,103.7463403,11.951593534810854
PCF Sparkletots Preschool @ Hong Kah North Blk 419 (CC),1.3621252,103.7462999,11.875523336269534
PCF Sparkletots Preschool @ Hougang Blk 328 (DS),1.368736,103.8964275,12.241808667009277
PCF Sparkletots Preschool @ Jalan Kayu Blk 517 (CC),1.3715827,103.8741202,10.3083033101908
PCF Sparkletots Preschool @ Jalan Kayu Blk 970 (DS),1.3785655,103.8804913,10.206774685663587
PCF Sparkletots Preschool @ Jalan Kayu Blk 987C (DS),1.3794193,103.8777694,9.926732427031945
PCF Sparkletots Preschool @ Joo Chiat (DS),1.312555,103.9074887,17.78520217058966
PCF Sparkletots Preschool @ Jurong Central Blk 308 (CC),1.3473972,103.7346424,13.962767877757997
PCF Sparkletots Preschool @ Jurong Central Blk 403 (CC),1.3538264,103.7214044,14.451028423366074
PCF Sparkletots Preschool @ Jurong Central Blk 404 (CC),1.353858,103.7226267,14.350501053625992
PCF Sparkletots Preschool @ Jurong Central Blk 490 (KN),1.3495819,103.7272443,14.328179917547194
PCF Sparkletots Preschool @ Jurong Spring Blk 455 (CC),1.3511044,103.7184672,14.89620822704517
PCF Sparkletots Preschool @ Jurong Spring Blk 465 (KN),1.3501964,103.723266,14.586027637467934
PCF Sparkletots Preschool @ Jurong Spring Blk 528 (DS),1.3483286,103.7170188,15.226037220243816
PCF Sparkletots Preschool @ Jurong Spring Blk 553 (CC),1.353009,103.718586,14.741354441828598
PCF Sparkletots Preschool @ Kaki Bukit Blk 525 (CC),1.3347268,103.9290365,17.47350225219116
PCF Sparkletots Preschool @ Kaki Bukit Blk 526 (KN),1.334214,103.9291271,17.52026006992809
PCF Sparkletots Preschool @ Kampong Chai Chee Blk 135 (KN),1.3270224,103.9359128,18.618356740907583
PCF Sparkletots Preschool @ Kampong Chai Chee Blk 424 (CC),1.3284552,103.927425,17.83771514009524
PCF Sparkletots Preschool @ Kampong Chai Chee Blk 775 (KN),1.3365968,103.9357723,17.882732801255287
PCF Sparkletots Preschool @ Kampong Glam Blk 462 (DS),1.304635,103.861205,16.248845528238892
PCF Sparkletots Preschool @ Keat Hong Blk 287 (CC),1.3793266,103.7415428,10.886357884186166
PCF Sparkletots Preschool @ Keat Hong Blk 295 (DS),1.3782952,103.7412341,10.987594967198218
PCF Sparkletots Preschool @ Keat Hong Blk 353 (CC),1.3820924,103.7433618,10.532599875071234
PCF Sparkletots Preschool @ Keat Hong Blk 411 (DS),1.3810796,103.7413192,10.778705596196994
PCF Sparkletots Preschool @ Keat Hong Blk 435 (CC),1.385108,103.7410438,10.520162241523531
PCF Sparkletots Preschool @ Keat Hong Blk 484 (CC),1.3765701,103.7366449,11.499213682250566
PCF Sparkletots Preschool @ Kebun Baru Blk 109 (CC),1.3701806,103.8376554,8.510061721758603
PCF Sparkletots Preschool @ Kebun Baru Blk 172 (CC),1.3745267,103.8369698,8.025656227231542
PCF Sparkletots Preschool @ Kebun Baru Blk 260B (CC),1.3690061,103.8339547,8.527211828284399
PCF Sparkletots Preschool @ Kembangan-Chai Chee Blk 116 (DS),1.3228258,103.9119068,17.16543674389288
PCF Sparkletots Preschool @ Kembangan-Chai Chee Blk 32 (CC),1.3237706,103.9249492,18.027963725297234
PCF Sparkletots Preschool @ Kembangan-Chai Chee Blk 326 (KN),1.3271524,103.9037074,16.22594997665413
PCF Sparkletots Preschool @ Kembangan-Chai Chee Blk 341 (CC),1.3269004,103.9020908,16.140536880537233
PCF Sparkletots Preschool @ Kreta Ayer-Kim Seng Blk 8 (DS),1.3127637,103.8707563,15.774776703876263
PCF Sparkletots Preschool @ Limbang Blk 786 (EY),1.3951282,103.7486038,9.178509434627724
PCF Sparkletots Preschool @ MacPherson Blk 31 (KN),1.3297955,103.8857347,14.852540502579128
PCF Sparkletots Preschool @ Macpherson Blk 54 (CC),1.3242686,103.8878639,15.50029112825043
PCF Sparkletots Preschool @ Marine Parade Blk 46 (DS),1.305066,103.9126544,18.796709507089115
PCF Sparkletots Preschool @ Marsiling Blk 12 (CC),1.4410804,103.7792735,4.040543860026607
PCF Sparkletots Preschool @ Marsiling Blk 32 (KN),1.443378,103.7727925,4.752359775623974
PCF Sparkletots Preschool @ Marymount Blk 219 (CC),1.3570975,103.8492294,10.306432569972777
PCF Sparkletots Preschool @ Marymount Blk 231 (DS),1.3573145,103.8458667,10.153823101037938
PCF Sparkletots Preschool @ Marymount Blk 257 (CC),1.3600445,103.8431376,9.768527710943673
PCF Sparkletots Preschool @ Moulmein-Cairnhill Blk 10 (DS),1.3139654,103.8521735,14.96290815770439
PCF Sparkletots Preschool @ Moulmein-Cairnhill Blk 50 (CC),1.3132186,103.8509884,15.007709344086573
PCF Sparkletots Preschool @ Multi Storey Car Park (Yishun Ring Road),1.433284,103.8270295,1.7053070117588867
PCF Sparkletots Preschool @ Nanyang Blk 825 (CC),1.3461935,103.6933102,17.366250289500474
PCF Sparkletots Preschool @ Nanyang Blk 922 (CC),1.3391777,103.6890551,18.22490865608059
PCF Sparkletots Preschool @ Nanyang Blk 934 (KN),1.3422576,103.6887846,18.03244646959911
PCF Sparkletots Preschool @ Nee Soon Central Blk 646 (DS),1.4221553,103.8375815,3.4070915616313333
PCF Sparkletots Preschool @ Nee Soon Central Blk 671 (DS),1.4192438,103.8414619,3.9428026682697945
PCF Sparkletots Preschool @ Nee Soon Central Blk 737 (KN),1.4287862,103.8321747,2.4650661434339756
PCF Sparkletots Preschool @ Nee Soon East Blk 312 (CC),1.431533,103.841326,3.157435172230492
PCF Sparkletots Preschool @ Nee Soon East Blk 333D (CC),1.4319584,103.8461886,3.6382020435970914
PCF Sparkletots Preschool @ Nee Soon East Blk 357 (EY),1.4261058,103.846035,3.8996742587883704
PCF Sparkletots Preschool @ Nee Soon Link Blk 446 (CC),1.4230726,103.8451304,3.9938459653591813
PCF Sparkletots Preschool @ Nee Soon Link Blk 461 (EY),1.4284349,103.8499767,4.175825897465175
PCF Sparkletots Preschool @ Nee Soon South Blk 781 (CC),1.4221975,103.8322682,3.0068809058129173
PCF Sparkletots Preschool @ Nee Soon South Blk 852 (EY),1.4160076,103.8368876,3.865392328689676
PCF Sparkletots Preschool @ Nee Soon South Blk 879 (EY),1.4144393,103.8361648,3.9574280673721374
PCF Sparkletots Preschool @ Pasir Ris Central Blk 412 (CC),1.3733738,103.9549617,17.346488931406647
PCF Sparkletots Preschool @ Pasir Ris East Blk 216 (KN),1.3690908,103.9609451,18.15511853408718
PCF Sparkletots Preschool @ Pasir Ris West Blk 650 (EY),1.3788403,103.937942,15.386183962982868
PCF Sparkletots Preschool @ Pasir Ris West Blk 738 (EY),1.3796541,103.9369773,15.24912885587817
PCF Sparkletots Preschool @ Paya Lebar Blk 125 (KN),1.3524122,103.8864497,12.82975930168745
PCF Sparkletots Preschool @ Paya Lebar Blk 221 (CC),1.3565848,103.8836567,12.272990544680825
PCF Sparkletots Preschool @ Paya Lebar Blk 23 (KN),1.3648829,103.8907394,12.091089619644906
PCF Sparkletots Preschool @ Pioneer Blk 661B (CC),1.3359592,103.7055457,17.09924457804389
PCF Sparkletots Preschool @ Pioneer Blk 694 (CC),1.3434287,103.7069235,16.416344879197293
PCF Sparkletots Preschool @ Pioneer Blk 987D (CC),1.3366579,103.6953889,17.872303438884284
PCF Sparkletots Preschool @ Potong Pasir Blk 14 (KN),1.33583,103.879775,13.935151321326126
PCF Sparkletots Preschool @ Potong Pasir Blk 143 (DS),1.3328263,103.8657865,13.509507100881779
PCF Sparkletots Preschool @ Punggol Coast Blk 303A (DS),1.4039724,103.905602,10.93102976092118
PCF Sparkletots Preschool @ Punggol Coast Blk 602 (CC),1.4031869,103.9074661,11.155879157634674
PCF Sparkletots Preschool @ Punggol Coast Blk 676B (DS),1.4050402,103.9103426,11.37046244435823
PCF Sparkletots Preschool @ Punggol Shore Blk 105D (KN),1.3972984,103.9052783,11.217618469303062
PCF Sparkletots Preschool @ Punggol Shore Blk 171C (EY),1.3947956,103.9133568,12.144565583354504
PCF Sparkletots Preschool @ Punggol Shore Blk 174D (KN),1.3974189,103.9097781,11.65875832824649
PCF Sparkletots Preschool @ Punggol Shore Blk 622C (CC),1.4007285,103.910797,11.605177699540748
PCF Sparkletots Preschool @ Punggol Shore Blk 663A (DS),1.4004216,103.9175699,12.309175591938597
PCF Sparkletots Preschool @ Punggol West Blk 222 (CC),1.4011043,103.8942808,9.938633617134014
PCF Sparkletots Preschool @ Punggol West Blk 271A (KN),1.4037342,103.9003751,10.412742995795712
PCF Sparkletots Preschool @ Punggol West Blk 308B (DS),1.4076413,103.8998559,10.182890215533115
PCF Sparkletots Preschool @ Queenstown Blk 145 (CC),1.29393,103.8050306,16.667121002390925
PCF Sparkletots Preschool @ Queenstown Blk 3 (KN),1.287028,103.8066833,17.421428670509602
PCF Sparkletots Preschool @ Queenstown Blk 53A (CC),1.2934533,103.8076575,16.702124684284115
PCF Sparkletots Preschool @ Radin Mas Blk 18 (DS),1.277911,103.822576,18.42390539208164
PCF Sparkletots Preschool @ Radin Mas Blk 70A (KN),1.2870835,103.8168076,17.387950365373552
PCF Sparkletots Preschool @ Radin Mas Branch,1.2766285,103.8208538,18.55931187354556
PCF Sparkletots Preschool @ Sembawang Central Blk 105 (CC),1.4488354,103.8323588,1.9625347178683923
PCF Sparkletots Preschool @ Sembawang Central Blk 504A (CC),1.4515306,103.8239356,1.2949365199686254
PCF Sparkletots Preschool @ Sembawang West Blk 730 (KN),1.4425118,103.7978422,1.9706124504488485
PCF Sparkletots Preschool @ Sembawang West Blk 755 (CC),1.4453348,103.7931456,2.498694409469416
PCF Sparkletots Preschool @ Sembawang West Blk 780D (CC),1.4489365,103.8010124,1.7267167902764835
PCF Sparkletots Preschool @ Sembawang West Blk 789 (KN),1.4434424,103.8023818,1.463216985957427
PCF Sparkletots Preschool @ Sengkang Central Blk 208 (CC),1.3841523,103.8979961,11.290802751622907
PCF Sparkletots Preschool @ Sengkang Central Blk 210 (CC),1.3853668,103.9000578,11.400572126542006
PCF Sparkletots Preschool @ Sengkang Central Blk 270 (CC),1.3860687,103.8944098,10.842906818120863
PCF Sparkletots Preschool @ Sengkang Central Blk 277B (EY),1.382338,103.894509,11.100820022216512
PCF Sparkletots Preschool @ Sengkang East Blk 103 (EY),1.3830001,103.90076,11.615272593792444
PCF Sparkletots Preschool @ Sengkang East Blk 123A (CC),1.3860551,103.902891,11.619245503923722
PCF Sparkletots Preschool @ Sengkang East Blk 143 (KN),1.3902251,103.9056536,11.634463917608969
PCF Sparkletots Preschool @ Sengkang East Blk 187B (KN),1.3943592,103.9058972,11.431258688945853
PCF Sparkletots Preschool @ Sengkang East Blk 194 (CC),1.3927776,103.9016209,11.104146639155376
PCF Sparkletots Preschool @ Sengkang North Blk 206A (EY),1.386435,103.8968531,11.040213763601136
PCF Sparkletots Preschool @ Sengkang North Blk 231 (DS),1.3895183,103.9013944,11.271052177285936
PCF Sparkletots Preschool @ Sengkang North Blk 262A (CC),1.3954933,103.8948698,10.304955912404077
PCF Sparkletots Preschool @ Sengkang North Blk 290A (CC),1.3960477,103.8967972,10.45766527235643
PCF Sparkletots Preschool @ Sengkang North Blk 292B (KN),1.3954908,103.8987433,10.675862940593017
PCF Sparkletots Preschool @ Sengkang North Blk 298B (CC),1.3954502,103.9020287,10.995943184329526
PCF Sparkletots Preschool @ Sengkang West Blk 303A (EY),1.3870774,103.890966,10.468252256641568
PCF Sparkletots Preschool @ Sengkang West Blk 351 (EY),1.3933078,103.8865787,9.666373575417905
PCF Sparkletots Preschool @ Senja Valley,1.3888651,103.7633715,8.395136649895466
PCF Sparkletots Preschool @ Serangoon Blk 141 (CC),1.3685702,103.8744855,10.595175454857387
PCF Sparkletots Preschool @ Serangoon Blk 226 (KN),1.3568138,103.8708678,11.429281836615827
PCF Sparkletots Preschool @ Siglap Blk 172 (CC),1.3206302,103.9445817,19.805802435254787
PCF Sparkletots Preschool @ Taman Jurong Blk 161 (CC),1.329739,103.7214675,16.408708316783297
PCF Sparkletots Preschool @ Taman Jurong Blk 352 (DS),1.339224,103.7202818,15.699054199045941
PCF Sparkletots Preschool @ Tampines Central Blk 713 (CC),1.3591972,103.9376474,16.49247868452233
PCF Sparkletots Preschool @ Tampines Central Blk 725 (DS),1.3569453,103.9353895,16.431861882405066
PCF Sparkletots Preschool @ Tampines Central Blk 856 (KN),1.3534941,103.9363784,16.747460153860445
PCF Sparkletots Preschool @ Tampines Central Blk 858 (CC),1.3542904,103.9379194,16.832854120817576
PCF Sparkletots Preschool @ Tampines Central Blk 867A (CC),1.3556505,103.9338178,16.375963073924034
PCF Sparkletots Preschool @ Tampines Central Blk 868A (KN),1.3556356,103.9324403,16.254278399877848
PCF Sparkletots Preschool @ Tampines Changkat Blk 106 (EY),1.3476185,103.9475379,18.133928179590676
PCF Sparkletots Preschool @ Tampines Changkat Blk 112 (CC),1.3462368,103.9475961,18.229848323690266
PCF Sparkletots Preschool @ Tampines Changkat Blk 273 (CC),1.3487271,103.9504289,18.323786694721623
PCF Sparkletots Preschool @ Tampines Changkat Blk 284 (KN),1.3490988,103.952582,18.4966706528304
PCF Sparkletots Preschool @ Tampines Changkat Blk 318 (KN),1.3518344,103.9560787,18.65019427904585
PCF Sparkletots Preschool @ Tampines Changkat Blk 358 (KN),1.3543935,103.9608771,18.94894757481968
PCF Sparkletots Preschool @ Tampines Changkat Blk 385 (CC),1.3546189,103.9587965,18.738926872493426
PCF Sparkletots Preschool @ Tampines North Blk 443 (CC),1.3588843,103.952023,17.8490544537712
PCF Sparkletots Preschool @ Tampines North Blk 483 (KN),1.3612588,103.9526325,17.769438326506137
PCF Sparkletots Preschool @ Tampines North Blk 492 (CC),1.3638966,103.9557288,17.918869759197904
PCF Sparkletots Preschool @ Tampines West Blk 140 (DS),1.3476724,103.9437748,17.793570590592314
PCF Sparkletots Preschool @ Tampines West Blk 151 (EY),1.3514004,103.9439021,17.560083627076825
PCF Sparkletots Preschool @ Tampines West Blk 887 (CC),1.3504461,103.9318463,16.555743844226217
PCF Sparkletots Preschool @ Tampines West Blk 890A (CC),1.3467014,103.933986,17.002511721712715
PCF Sparkletots Preschool @ Tanjong Pagar-Tiong Bahru Blk 125 (CC),1.2836748,103.8280348,17.820582096099976
PCF Sparkletots Preschool @ Tanjong Pagar-Tiong Bahru Blk 1E (KN),1.2766392,103.8411766,18.766303757727442
PCF Sparkletots Preschool @ Teck Ghee Blk 301 (DS),1.3668828,103.8455417,9.143782120503111
PCF Sparkletots Preschool @ Teck Ghee Blk 310A (CC),1.3647187,103.8439459,9.306596355439384
PCF Sparkletots Preschool @ Teck Ghee Blk 415 (CC),1.3645245,103.8536456,9.744847197295266
PCF Sparkletots Preschool @ Telok Blangah Blk 44 (CC),1.2714028,103.8106225,19.13882238966003
PCF Sparkletots Preschool @ Telok Blangah Blk 78A (DS),1.2732791,103.8088958,18.936794030199277
PCF Sparkletots Preschool @ Toa Payoh Central Blk 146A (CC),1.334521,103.845658,12.56661209540193
PCF Sparkletots Preschool @ Toa Payoh Central Blk 157 (KN),1.3322799,103.8454928,12.80219218097383
PCF Sparkletots Preschool @ Toa Payoh Central Blk 79B (CC),1.3347803,103.8479877,12.610430433433814
PCF Sparkletots Preschool @ Toa Payoh East Blk 232 (CC),1.3375528,103.8588086,12.719687206814713
PCF Sparkletots Preschool @ Toa Payoh East Blk 247 (CC),1.330915,103.8553364,13.27231673458111
PCF Sparkletots Preschool @ Toa Payoh East Blk 261A (EY),1.3337471,103.8557027,12.989765647385042
PCF Sparkletots Preschool @ Toa Payoh East Blk 45 (DS),1.3358915,103.8539173,12.698065354251584
PCF Sparkletots Preschool @ Toa Payoh West-Thomson Blk 205 (DS),1.3421469,103.848211,11.83542425504508
PCF Sparkletots Preschool @ Ulu Pandan Blk 15 (CC),1.3091098,103.7886239,15.234984816081683
PCF Sparkletots Preschool @ Ulu Pandan Blk 24 (DS),1.3095128,103.7852907,15.26836457296769
PCF Sparkletots Preschool @ West Coast Blk 611 (CC),1.3038022,103.7695145,16.349683564718045
PCF Sparkletots Preschool @ West Coast Blk 728 (KN),1.3054443,103.7637205,16.391489067938632
PCF Sparkletots Preschool @ Whampoa Blk 105 (CC),1.328592,103.8540028,13.468343441920599
PCF Sparkletots Preschool @ Whampoa Blk 85 (DS),1.3228408,103.8566257,14.167517296549116
PCF Sparkletots Preschool @ Woodgrove Blk 302 (CC),1.4318415,103.7744066,4.751689017461705
PCF Sparkletots Preschool @ Woodgrove Blk 334 (CC),1.4300719,103.7804694,4.173220282672162
PCF Sparkletots Preschool @ Woodgrove Blk 339 (CC),1.4310193,103.7815558,4.023214637806653
PCF Sparkletots Preschool @ Woodgrove Blk 364 (KN),1.4340598,103.7867392,3.368058199860695
PCF Sparkletots Preschool @ Woodgrove Blk 501 (KN),1.4328637,103.7919684,2.8730884716901164
PCF Sparkletots Preschool @ Woodgrove Blk 571B (CC),1.4300801,103.7906115,3.145256727198195
PCF Sparkletots Preschool @ Woodgrove Blk 894D (CC),1.4356372,103.7903614,2.9311719605927617
PCF Sparkletots Preschool @ Woodgrove Blk 899B (KN),1.4362849,103.7949619,2.4228346829504086
PCF Sparkletots Preschool @ Woodlands Blk 604 (CC),1.4371487,103.7963374,2.2472117857776452
PCF Sparkletots Preschool @ Woodlands Blk 649 (CC),1.4389732,103.8010235,1.6892855918540424
PCF Sparkletots Preschool @ Woodlands Blk 652 (KN),1.4378811,103.7995747,1.8802275944465607
PCF Sparkletots Preschool @ Woodlands Blk 677 (CC),1.4392943,103.801872,1.5886447982690652
PCF Sparkletots Preschool @ Woodlands Blk 801 (CC),1.4419265,103.7863546,3.249226272935673
PCF Sparkletots Preschool @ Woodlands Blk 824 (CC),1.4394339,103.7886632,3.0213914981877363
PCF Sparkletots Preschool @ Woodlands Blk 853 (CC),1.4393791,103.7931121,2.5344275174362143
PCF Sparkletots Preschool @ Woodlands Blk 875 (KN),1.4424637,103.7897598,2.8683801240800566
PCF Sparkletots Preschool @ Yew Tee Blk 682 (KN),1.4026964,103.7454349,9.01530529323331
PCF Sparkletots Preschool @ Yew Tee Blk 690D (KN),1.4021252,103.7520201,8.425046121546309
PCF Sparkletots Preschool @ Yio Chu Kang Blk 611 (CC),1.3783946,103.8373405,7.628993931475362
PCF Sparkletots Preschool @ Yio Chu Kang Blk 644 (EY),1.3791441,103.840978,7.6893129323365
PCF Sparkletots Preschool @ Yuhua Blk 233 (CC),1.3403469,103.7409092,14.151875746126898
PCF Sparkletots Preschool @ Yuhua Blk 251 (KN),1.3431215,103.7397924,13.977547921428021
PCF Sparkletots Preschool @ Yuhua Blk 264 (CC),1.3437203,103.7414543,13.813523157007229
PCF Sparkletots Preschool @ Yuhua Blk 317 (KN),1.347154,103.7308304,14.259686704186448
PCF Sparkletots Preschool @ Zhenghua Blk 455A (KN),1.3878508,103.7707633,7.937534349209647
PCF Sparkletots Preschool @ Zhenghua Blk 528 (KN),1.3851423,103.7655352,8.540666132768711
PCF Sparkletots Preschool @ Zhenghua Blk 620 (KN),1.3858611,103.7617064,8.765052289154594
PCF Sparkletots Preschool @ Zhenghua Blk 632A (CC),1.3850016,103.7582643,9.098659653462445
PCF Sparkletots Preschool Punggol Place,1.4052688,103.9051886,10.831645119168568
PCF Tampines East Blk 261,1.354257,103.950836,18.015119282147104
PCF Tampines North Blk 444,1.3583661,103.9516049,17.840060260640932
PCF Tampines North Education Centre,1.3619971,103.9564342,18.091919943238416
PCF Whampoa Education Centre,1.3260541,103.8567945,13.835970864640025
PCF Woodlands Blk 601,1.4385254,103.7968512,2.148994222263244
PCF Woodlands Blk 894D,1.4356372,103.7903614,2.9311719605927617
PCF Yew Tee Blk 543,1.3931901,103.7447282,9.65425895046767
PCF Yew Tee Branch Student Care Centre,1.3948528,103.7447108,9.55001189138439
