Preschool_Name,Topic 0,Topic 1,Topic 2,Topic 3,Topic 4
YWCA Bedok South Child Development Centre,0.40167685888921684,0.2677489441024344,,,
YWCA Bishan Child Development Centre,0.3792028356481481,0.36554362824675324,,,
YWCA Marine Drive Child Development Centre,0.5169240196078431,0.3119047619047619,,,
YWCA McNair Road Child Development Centre,0.4252007656695157,0.4021354166666667,,,
YWCA Outram Child Development Centre,0.3028732918040954,0.2744690262889668,,,
YWCA Pasir Ris Child Development Centre,0.44593739593739595,0.3607142857142857,,,
YWCA Preschool @ Ang Mo Kio,0.323156831472621,0.5481960784313725,,,
YWCA Preschool @ Bukit Gombak,0.4171341165717988,0.38997098165367394,,,
YWCA West Coast Child Development Centre,0.2925180743292988,0.38135667903525045,,,
Zee Juniors,0.26982142857142855,0.26982142857142855,,,
Zee Learning Cove (West Coast),0.4942857142857143,0.30399999999999994,,,
Zee Playhouse,0.383642837816945,0.25516662157287157,,,
