Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5
,,,,,0.3333333333333333
,,,,,0.1390591096146652
,,,,,0.6083333333333334
,-0.12550660546350198,,,,
,,,,,0.19848484848484846
,,,,,0.48291666666666666
,,,,,0.44781746031746034
-0.39,,,,,
0.3,,,,-0.5,0.016666666666666666
,,,,,0.875
,-0.21793650793650793,,,,0.17935950413223142
,,,,,0.0
,,,,0.0,
,0.10000000000000002,,,,0.7
,-0.6999999999999998,,,,
,,,,,-0.01272727272727274
0.10491071428571429,0.0,,,,
,,,,,1.0
,,,,,0.3399999999999999
,,,,,0.43333333333333335
,,,,,0.5573809523809523
,,,,,0.44758333333333333
,-1.0,,,,
,,,,,0.39162389108476064
,,,,,0.4682094907407408
,,,,,0.46396296296296297
,,,,,0.2813966539566385
,,,,,0.29416666666666663
,0.028787878787878782,,,,
,,,,,0.4347222222222222
,-0.06272321428571427,,,,0.3187202380952381
,,,,,0.2356397607908514
,0.85,,,,0.3439805951290572
-0.025,,,,,0.6950892857142857
,,,,,0.31510579078166795
,,,,,0.45728754848546516
,,,,,0.3529666652210761
,0.0,,,,0.20010416666666667
,,,,,0.36904761904761907
,-0.125,,,,0.3271457826349857
,,,,,0.4880297638653617
,0.0,,,,0.40864502151597326
,,,,,0.3783806968110037
,,,,,0.2982347146567886
0.0,,,,,0.3150981158291573
,,,,,0.4294399084470699
,,,,,0.3376070963836664
,-0.1,,,,0.4972820428334211
,0.0,,,,0.37180796088472723
,,,,,0.3154510101010101
,,,,,0.4038913213522588
,,,,,0.411921143788678
,,,,,0.3451878990325109
-0.13333333333333333,,,,,0.3454066224766183
,0.0,,,,0.44998799721202315
,,,,,0.40081211036969316
0.625,0.5,,,0.625,0.5534297248344658
,,,,,0.8
,0.0,,,,0.4653440353511061
,0.01369047619047619,,,,0.19028475626361657
,,,,,0.4563612849754227
,,,,,0.3186472178719359
,0.033333333333333326,,,,0.40686825329832293
,,,,,0.38013332269811684
,0.4375,,,,0.5176818413109258
,,,,,0.3630649350649351
,,,,,0.3885740214646465
,,,,,0.38023349334527906
,-0.18,,,,0.26
,,,,,0.71
,,,,,0.2362294372294372
,,,,,0.5452222222222222
,,,,,0.28201457666399893
,0.09313725490196079,,,,0.31576185273060275
,,,,,0.19166666666666665
,,,,,0.11020833333333332
0.049682539682539675,-0.3666666666666667,,,,0.466
,,,,,0.32395344524780584
,,,,,0.25
,,,,,0.32954545454545453
,0.0,,,,0.4533333333333333
,,,,,0.9099999999999999
,,,0.0,,
,,,,,0.4401206865543488
,,,,,0.5
,,,,,0.15000000000000002
,,,,,0.5256111111111111
,,,,,0.24753086419753087
,,,,,0.331349025974026
,0.08541666666666668,,,,0.3140863131993997
,,,,,0.3416666666666666
,-0.007261503928170578,,,,0.22333982683982684
,,,,,0.5411024305555555
,,,,0.14444444444444446,-0.9099999999999998
,,0.0,,,
,,,,,0.6
,,,,,0.45291666666666663
,,,,,0.5979166666666667
,,,,,0.08611111111111115
,,,,,0.215625
,,,,,0.30715556306774844
0.2,,,,,0.30131265374244287
,,,,,0.2714285714285714
,,,,,0.7250000000000001
,,,,,0.85
,,,,,0.296875
,-0.78,,,,0.4093249221538695
,,,,,0.34285714285714286
,,,,,0.5416666666666666
,,,,0.35,
,0.2428921568627451,,,,
,-1.0,,0.3875,,
,,,,,0.39999999999999997
,,,,,0.35000000000000003
,0.058333333333333334,,,,
,,,,,0.7
,0.2,,,,
,,,,,0.34485562469937464
,,,,,0.444047619047619
,,,,,0.0
,,,,0.42500000000000004,0.2
,0.37,,,,0.313991107952505
,,,,,-0.029017857142857147
,,,,,0.44101276419658775
,,,,,0.0
,,,,,0.7
,,,,,0.3983449074074074
,,,,0.015625,
-0.15,0.06442307692307692,,,,0.3154185919453733
,,,,,0.6
,0.2,,,,0.2486111111111111
,,,,,0.07285714285714286
,,,,0.275,1.0
,,,,,0.35694433719881713
,,,,,-0.09027777777777775
,,,,,0.4208421136568458
0.0,,,,,0.357375
,,,,,0.13959550865800865
,,,,,0.5165416065416065
,,,,,0.32844423575290926
,,,,,0.29595450361584874
,,,,,0.48224537037037035
,,,,,0.4217687074829932
,,,,,0.33888888888888885
-0.13125000000000003,,,,,0.25
,,,,,0.6499999999999999
,,,,,0.9099999999999999
,,,,,0.2794642857142857
,,,,,-1.0
,,,,,0.6
,,,,,0.875
,,,,,0.26850941763379105
,,,,,0.042777777777777776
0.06818181818181818,,,,,0.6166666666666667
,,,,,0.49999999999999994
,,,,,0.05
,,,,,0.125
,,,,,0.2642463671805777
,,,,,0.2676264880952381
,0.30000000000000004,,,,0.29643832204832204
,,,,,0.28404955148240235
,,,,,0.19707792207792205
,,,,,0.21252556818181817
,,,,0.25,
,,,,,0.3401297881411518
,-0.4549999999999999,,,,0.2777777777777778
,,,,,0.6
,,,,,-0.20416666666666658
,,,,,0.6176190476190476
,,,,,0.40109404769929247
,0.0,,,,0.5501041666666666
,,,,,0.4096756530677405
,,,,,0.494906462585034
-0.9099999999999998,,,,,0.3862886770351091
,0.0,,,,0.5354145467551855
0.85,,,,,
,,,,,1.0
,,,,,0.7
,0.0,,,,
,0.0,,,,
,,,,,0.7
,,,,,0.27499999999999997
,,,,,-0.08888888888888889
0.3666666666666667,,,,,0.26606060606060605
,,,,,0.7
,,,,,0.4083333333333333
,0.0,,,,
,,,,,0.2
,-0.175,,,,
,,,,,0.4905776515151515
,,,,,0.875
,,,,,0.44250000000000006
,,,,,0.6099999999999999
,,,,,0.049675324675324664
0.16333333333333333,,,,,
,,0.2,,,
,,,,,1.0
,,,,,0.22625
,,,,,0.4375
,,,,,0.3934606481481482
0.0,,,,,0.315
,,,,,1.0
,,,,,0.75
0.15,,,,,
,,,,,0.15625
,,,,0.25,
,,,,,0.4488320707070707
,,,,,0.0
,,,,,0.23125
,,,,,0.6
,,,,,0.0
,,,,,0.39166666666666666
,,,,,0.0
,,,,,0.44999999999999996
,0.3333333333333333,,,,
,,,,,0.28571428571428575
,,,,,0.6
,,,-0.075,,
,,,,,0.0
,,,,,0.31666666666666665
,0.46875,,,,
0.1,,,,0.0,0.5292857142857142
,,,,,0.13636363636363635
,,,,,0.78
,,,,,0.375
,,,,,0.52
,,,,,0.38541666666666663
,,,,,0.06666666666666667
,,,,,0.34285714285714286
,,,,,0.3
0.48750000000000004,,,,,
,,,,,0.4666666666666667
,,,,,0.8
,,,,,0.725
,,,,,0.7
,0.1423800505050505,,,,0.13166666666666668
,,,,,0.4155519480519481
0.1986111111111111,,,,,
,,,,,-0.1302380952380952
,,,,,0.3674675324675324
,,,,,0.29166666666666663
,,,,,0.1
,-0.07433862433862432,,,,0.24861111111111112
,,,,,0.6
,,,,,0.3800925925925926
,0.0,,,,0.5942361111111111
,-0.3499999999999999,,,,0.5
,-0.07352525252525256,,,,
,,,,,0.04999999999999999
,,,,,0.2851235039470334
,,,,,0.7
,,,,,0.6635416666666667
,0.3,,,,
,-0.20000000000000004,,,,0.7000000000000001
,,,,,0.4343939393939394
,,,,,0.21944444444444444
0.0,,,,,
-0.12875,,,,,0.06822222222222223
,,,,,0.4
,,,,,0.39022727272727276
,,,,,0.6666666666666666
,,,,,0.0
,,,,,0.8
,,,,,0.0
,-0.23888888888888885,,,,
0.5,,,,,
,0.0,,,,0.46190476190476193
,,,,,0.4454315476190477
,,,,,0.6319047619047619
0.06166666666666667,-0.2,,,,0.5375
,,,,,0.8
,,,,0.0,0.4140917107583775
,,,,,0.4761160714285714
,,,,,0.06416666666666666
,,,,,0.2
,,,,,0.5883333333333334
,,,,,0.2
,,,,,0.8
,,,,,0.2810064935064935
0.005555555555555554,,,,,
,-0.018518518518518517,,,,0.13571428571428573
0.0,-0.21500000000000002,,,,0.7
,,,,,0.7
,,,,,0.3909829931972789
,,,,,0.3670833333333333
,,,,,0.9099999999999999
,-0.1,,,,0.4361858974358974
,,,,,0.0
,,,,,0.2
,,,,,0.6000000000000001
,0.0,,,,
,0.6,,,,0.0
,,,,-0.2,
,,,,,0.10525
,0.0,,,,
,-0.9099999999999998,,,,
,,,,,0.24791666666666665
0.0,,,,,0.48750000000000004
,,,,,0.6000000000000001
,,,,,0.65
,,,,,0.39166666666666666
,,,,,0.4368452380952381
,,,,,0.3933333333333333
,-0.32456228956228955,,,,0.25316840277777775
,,,,,0.29696369305297876
,,,,,0.31923482044575796
,,,,,0.33545454545454545
,,,,,0.24
,,,,,0.2805902777777778
,,,,,0.25534615384615383
-0.3,,,,,0.425
,,,,,0.0
,,,,,0.32963789682539685
,,,,,0.5258869047619048
,,,,,0.3069157142291334
,,,,,0.3582271994856317
,,,,,0.3399974719270066
,,,,,0.3483124229512359
,,,,,0.17293434343434344
,-0.09999999999999992,,,,0.3576953529687905
,,,,,0.36921319199843167
,,,,,0.25616939167872127
0.19285714285714287,,,,,0.448904761904762
,,,,,0.3579665166836672
,,,,,0.4870839024658469
,,,,,0.31527777777777777
,,,,,0.7005555555555555
,,,,,0.24538496071829408
-0.0875,,,,,
,-0.04120252267573695,,,,-0.03794155844155844
0.0,,,,,0.5666666666666667
,,-0.7375,,,
0.15333333333333335,,,,,
,,,,,0.11666666666666668
0.0,,,,,0.454093501984127
,,,,,0.4715594883659788
,,,,,0.3309523809523809
,,,,,0.3858984128864789
,,,,,0.5729085497835498
,,,,,0.41875000000000007
,-0.6666666666666666,,,,0.32416666666666666
,,,,,0.29454545454545455
,0.027142857142857107,-0.09327094474153297,,,0.2002252747252747
,,,,,0.31065062388591796
,-0.18624999999999997,,,,0.04815570672713532
,,,,,0.424006734006734
,-0.15000000000000002,,,,
,-1.0,,,,
,-0.5487499999999998,,,,0.0
,,,,0.6166666666666667,
,,,,,0.7
,,,,,0.3775085034013606
,,,,,-0.14166666666666666
,,,,,0.03138227513227512
,0.0,,,,
0.0,,,,,0.2379642857142857
,0.09227272727272727,,,,
-0.09861111111111111,,,,,0.2527825727513227
,,,,,0.2594252294773128
,-0.13724071067821067,,,,0.19374999999999998
,-0.24166666666666664,,,,0.33853900356576033
,0.12222222222222223,,,,
,,,,,0.417
,0.04208754208754208,,,,0.2875
,,,,,0.3694638694638695
,0.7,,,,0.265
,,,,,0.4
,0.0,,,,0.355
0.06994318181818182,,,,,0.29583333333333334
0.325,,,,,
,,,,,0.3947222222222222
,,0.35,,,
,,,,,0.6780357142857143
,,,,,0.49520604793454254
,,,,,0.3
,,,,,0.3386720849956144
,,,,,0.45517148526077095
,1.0,,,,0.44813548752834464
,,,,,0.36388888888888893
,,,,,0.3778611111111111
,,,,,0.29555597906845
,,,,,0.6
,,,,,0.40191651205936924
,,,,,0.7270833333333333
,,,,,0.19577189926496918
,,,,,0.5666666666666667
,,,,,0.33011580383249794
,,,,,0.3583333333333334
,,,,,0.14166666666666666
0.0,,,,,0.18291387622304547
,,,,,0.14099206349206347
,,,,,0.3675613021051529
,-0.007838827838827845,,,,0.23632867132867133
,,,,,0.3491413557498932
,,,,,-0.03333333333333335
,,,,,0.3
,,,,,0.175
0.10035812672176309,,,,,
,-0.25899999999999995,,,,0.15625
,0.0,,,,0.6770833333333334
,,,,,0.0
,,,,,0.2875
0.22499999999999998,,,,,0.5666666666666667
,,,,,0.48333333333333334
,,,,,0.33901515151515155
,,,,,0.4233554292929293
,0.0894099392122267,,,,0.07343589989759346
,,,,,0.65
,,,,,-0.09999999999999992
,,,,,0.05000000000000002
,-0.2294871794871795,,,,0.2506193978437556
,,,,,0.22599999999999998
,,,,,0.3621375723480838
,,,,,0.3105857615268329
,-0.395,,,,0.4902777777777778
,0.03138311688311688,,,,0.41845731708159867
,,,,,0.4449371693121693
,,,,,0.3781368707613983
,,,,,0.1628990800865801
0.5,,,,,0.31556904761904764
,,,,,0.375
,0.12333333333333334,,,,0.2911832065241156
,,,,,0.2754036620584983
,-0.09166666666666665,,,,0.48267045454545454
,,,,,0.4149999999999999
,,,,,0.14427737193362195
0.0,,,,,0.1563092320261438
,,,,,0.3285714285714287
,0.12222222222222223,,,,0.9099999999999999
-0.04396318811212429,,,,,0.6499999999999999
,-0.03489658489658487,,,,0.2544444444444444
,0.5,,,,0.3408333333333333
,,,,,0.9533333333333333
,,,,,0.28713957382096505
,,,,,0.23760416666666667
0.0,,,,,0.6203571428571427
,,,,,0.4563805775753828
,0.0,,,,
,0.3333333333333333,,,,0.3021117820206695
,0.0,,,,0.21868004848043113
,,,,,0.3779327380952381
,,,,,0.4121401515151515
,-0.075,,,,0.35817857142857146
,,,,,0.2989583333333333
,,,,,0.51207449506916
,,,,,0.39788606818018585
,,,,,0.39657291005849443
,,,,,0.29799708822923104
,,,,,0.38445208025173566
,,,,,0.2992708333333334
,,,,,0.35662184718875894
,,,,,0.26959588443963445
,,,,,0.32816666666666666
,,,,,0.4679166666666667
,,,,,0.35
,,,,,0.3164500040249007
,,,,,0.37299410501115043
,,,,,0.48617113095238096
,,,,,0.416963141025641
0.0,,,,,0.31758970277224247
,,,,,0.4161093073593074
,,,,,0.4294253647586981
,,,,,0.40509590905126625
,,,,,0.32953415962344534
,,,,,0.26982142857142855
,,,,,0.415
,,,,,0.3675833107864358
